ID;Q002;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q019;Q020;Q021;Q022;Q023;Q024;Q025;peso
90;Uomo;55-64 anni;nord-est;da 5001 a 10000 abitanti;no laurea;coppia con figli;disoccupato (ex-occupato);preferisco non rispondere;Italiana;Si';Si, molto;No, sarei contrario;mai;piccoli centri;arrivo a fine mese con molte difficolta';Non occupato;Disoccupati;Privato;Bassa;BABY BOOMERS;Cattolico non praticante;1,68
91;Uomo;oltre 64 anni;isole;fino a 5000 abitanti;no laurea;coppia senza figli;ritirato dal lavoro/pensionato;a centro sinistra;Italiana;Si';No, sarei molto contrario;No, sarei molto contrario;la domenica;piccoli centri;avverto difficolta';Non occupato;Pensionati;Privato;Media;SILENT;Cattolico praticante (fino a 1 volta al mese);0,63
92;Uomo;55-64 anni;sud;da 30001 a 100000 abitanti;laurea;coppia con figli;docente/insegnante di scuola superiore;a destra;Italiana;Si';Si, molto;Si, molto;in occasione delle principali feste;periferia;arrivo a fine mese con molte difficolta';Occupato;Dipendenti;Pubblico;Alta;BABY BOOMERS;Cattolico non praticante;0,26
93;Uomo;oltre 64 anni;nord-est;da 30001 a 100000 abitanti;no laurea;vive da solo +55 anni;ritirato dal lavoro/pensionato;a sinistra;Italiana;Si';Si, molto;Si, molto;non sono credente;periferia;arrivo a fine mese con molte difficolta';Non occupato;Pensionati;Privato;Media;BABY BOOMERS;non credente;0,54
94;Uomo;55-64 anni;sud;oltre 250000 abitanti;no laurea;coppia senza figli;impiegato;a centro sinistra;Italiana;Si';Si, abbastanza;No, sarei contrario;in occasione delle principali feste;aree centrali di grandi citta';avverto difficolta';Occupato;Dipendenti;Pubblico;Media;BABY BOOMERS;Cattolico non praticante;0,81
95;Uomo;55-64 anni;nord-ovest;da 30001 a 100000 abitanti;no laurea;genitore solo, con figli;altro lavoratore autonomo/agente di commercio/rappresentante;a centro destra;Italiana;Si';Si, abbastanza;No, sarei contrario;alcune volte l'anno;periferia;arrivo a fine mese con molte difficolta';Occupato;Autonomi;;Media;BABY BOOMERS;Cattolico non praticante;2,14
96;Donna;55-64 anni;nord-est;da 10001 a 30000 abitanti;no laurea;coppia senza figli;impiegato;preferisco non rispondere;Italiana;Non saprei;No, sarei molto contrario;No, sarei molto contrario;non sono credente;citta' medie;avverto difficolta';Occupato;Dipendenti;Privato;Bassa;GENERAZIONE X;non credente;0,62
97;Uomo;oltre 64 anni;nord-ovest;da 10001 a 30000 abitanti;no laurea;coppia con figli;artigiano/familiare coadiuvante;al centro;Italiana;Non saprei;No, sarei molto contrario;No, sarei molto contrario;alcune volte l'anno;altro;avverto difficolta';Occupato;Autonomi;;Media;BABY BOOMERS;Cattolico non praticante;0,7
98;Uomo;55-64 anni;nord-ovest;da 30001 a 100000 abitanti;laurea;vive da solo +55 anni;ritirato dal lavoro/pensionato;a sinistra;Italiana;Non saprei;Si, molto;Si, abbastanza;non sono credente;periferia;con tranquillita';Non occupato;Pensionati;Privato;Alta;BABY BOOMERS;non credente;0,32
99;Uomo;45-54 anni;centro;oltre 250000 abitanti;laurea;coppia con figli;impiegato;a centro sinistra;Italiana;Non saprei;Si, abbastanza;Si, molto;la domenica;periferia;con tranquillita';Occupato;Dipendenti;Privato;Alta;GENERAZIONE X;Cattolico praticante (fino a 1 volta al mese);0,25
100;Uomo;oltre 64 anni;sud;fino a 5000 abitanti;no laurea;coppia con figli;commerciante;a centro sinistra;Italiana;Si';Si, molto;Si, abbastanza;preferisco non rispondere;altro;arrivo a fine mese con molte difficolta';Occupato;Autonomi;;Media;BABY BOOMERS;;0,72
101;Uomo;oltre 64 anni;isole;da 100001 a 250000 abitanti;no laurea;altro/preferisco non rispondere;ritirato dal lavoro/pensionato;a centro sinistra;Italiana;Si';Si, molto;No, sarei contrario;alcune volte l'anno;periferia;con tranquillita';Non occupato;Pensionati;Privato;Media;BABY BOOMERS;Cattolico non praticante;0,63
102;Donna;45-54 anni;nord-ovest;da 30001 a 100000 abitanti;no laurea;coppia con figli;quadro/direttivo/tecnico;a centro destra;Italiana;Si';No, sarei molto contrario;No, sarei molto contrario;la domenica;periferia;con tranquillita';Occupato;Dipendenti;Privato;Media;GENERAZIONE X;Cattolico praticante (fino a 1 volta al mese);1,16
103;Uomo;55-64 anni;centro;da 30001 a 100000 abitanti;no laurea;coppia con figli;altro lavoratore dipendente;a sinistra;Italiana;Si';Si, molto;Si, abbastanza;non sono credente;altro;avverto difficolta';Occupato;Dipendenti;Privato;Media;GENERAZIONE X;non credente;2,06
104;Uomo;oltre 64 anni;centro;da 30001 a 100000 abitanti;no laurea;coppia senza figli;ritirato dal lavoro/pensionato;a centro sinistra;Italiana;Si';Si, molto;Si, molto;mai;altro;con tranquillita';Non occupato;Pensionati;Privato;Bassa;BABY BOOMERS;Cattolico non praticante;2,72
105;Uomo;oltre 64 anni;nord-ovest;da 5001 a 10000 abitanti;laurea;coppia con figli;dirigente;a sinistra;Italiana;Si';Si, abbastanza;No, sarei contrario;mai;piccoli centri;avverto difficolta';Occupato;Dipendenti;Pubblico;Alta;GENERAZIONE Z;Cattolico non praticante;0,16
106;Donna;45-54 anni;centro;da 5001 a 10000 abitanti;no laurea;coppia con figli;libero professionista;a centro sinistra;Italiana;Non saprei;Non saprei;Non saprei;preferisco non rispondere;altro;mi sento povero e non arrivo mai a fine mese;Occupato;Autonomi;;Media;GENERAZIONE X;;2,8
107;Uomo;35-44 anni;sud;da 5001 a 10000 abitanti;no laurea;vive con i genitori;disoccupato (ex-occupato);a destra;Italiana;Si';Si, molto;No, sarei molto contrario;non sono credente;periferia;avverto difficolta';Non occupato;Disoccupati;Privato;Media;GENERAZIONE X;non credente;2,21
108;Uomo;25-34 anni;sud;da 30001 a 100000 abitanti;laurea;coppia con figli;impiegato;al centro;Italiana;Si';Si, abbastanza;No, sarei contrario;in occasione delle principali feste;periferia;con tranquillita';Occupato;Dipendenti;Privato;Alta;MILLENNIALS;Cattolico non praticante;0,23
109;Donna;45-54 anni;centro;oltre 250000 abitanti;no laurea;coppia con figli;operaio;a sinistra;Italiana;Si';Si, molto;No, sarei contrario;mai;aree centrali di grandi citta';con tranquillita';Occupato;Operai;Privato;Media;GENERAZIONE X;Cattolico non praticante;0,57
110;Donna;25-34 anni;sud;da 30001 a 100000 abitanti;laurea;"genitore solo, vive con figlio/figli e genitori&nbsp;";disoccupato (ex-occupato);a centro destra;Italiana;Si';No, sarei contrario;No, sarei contrario;in occasione delle principali feste;periferia;mi sento povero e non arrivo mai a fine mese;Non occupato;Disoccupati;Pubblico;Alta;MILLENNIALS;Cattolico non praticante;0,35
111;Uomo;25-34 anni;nord-est;da 10001 a 30000 abitanti;no laurea;coppia con figli;impiegato;a centro destra;Italiana;No;No, sarei contrario;No, sarei contrario;alcune volte l'anno;citta' medie;con tranquillita';Occupato;Dipendenti;Privato;Media;MILLENNIALS;Cattolico non praticante;1,27
112;Uomo;25-34 anni;centro;da 30001 a 100000 abitanti;laurea;vive da solo 18-34 anni;libero professionista;a centro sinistra;Italiana;Non saprei;No, sarei molto contrario;No, sarei molto contrario;non sono credente;altro;con tranquillita';Occupato;Autonomi;;Alta;MILLENNIALS;non credente;0,3
113;Donna;25-34 anni;sud;da 30001 a 100000 abitanti;laurea;vive con i genitori;preferisco non rispondere;a sinistra;Italiana;Si';Si, abbastanza;No, sarei contrario;mai;periferia;con tranquillita';;;;Alta;MILLENNIALS;Cattolico non praticante;0,11
114;Donna;55-64 anni;centro;da 30001 a 100000 abitanti;no laurea;coppia senza figli;impiegato;preferisco non rispondere;Italiana;Si';Si, molto;No, sarei molto contrario;la domenica;altro;avverto difficolta';Occupato;Dipendenti;Privato;Media;BABY BOOMERS;Cattolico praticante (fino a 1 volta al mese);0,37
115;Uomo;45-54 anni;isole;da 100001 a 250000 abitanti;no laurea;coppia con figli;quadro/direttivo/tecnico;a centro destra;Italiana;No;No, sarei molto contrario;No, sarei molto contrario;in occasione delle principali feste;aree centrali di grandi citta';avverto difficolta';Occupato;Dipendenti;Pubblico;Media;GENERAZIONE X;Cattolico non praticante;0,63
116;Donna;55-64 anni;nord-ovest;fino a 5000 abitanti;no laurea;coppia con figli;altro (non occupato);preferisco non rispondere;Italiana;Si';Si, abbastanza;Si, molto;in occasione delle principali feste;piccoli centri;avverto difficolta';Non occupato;Disoccupati;;Media;BABY BOOMERS;Cattolico non praticante;2,34
117;Uomo;35-44 anni;sud;da 10001 a 30000 abitanti;no laurea;coppia con figli;impiegato;a centro sinistra;Italiana;Si';Si, molto;Non saprei;la domenica;citta' medie;arrivo a fine mese con molte difficolta';Occupato;Dipendenti;Pubblico;Media;GENERAZIONE X;Cattolico praticante (fino a 1 volta al mese);0,55
118;Donna;45-54 anni;nord-est;da 30001 a 100000 abitanti;laurea;vive da solo 35-54 anni;impiegato;al centro;Italiana;Non saprei;Si, abbastanza;No, sarei contrario;la domenica;periferia;avverto difficolta';Occupato;Dipendenti;Privato;Alta;GENERAZIONE X;Cattolico praticante (fino a 1 volta al mese);0,22
119;Donna;45-54 anni;nord-ovest;oltre 250000 abitanti;laurea;coppia con figli;impiegato;a sinistra;Italiana;Si';Si, molto;No, sarei contrario;alcune volte l'anno;periferia;con tranquillita';Occupato;Dipendenti;Pubblico;Alta;GENERAZIONE X;Cattolico non praticante;0,17
120;Donna;45-54 anni;centro;da 100001 a 250000 abitanti;no laurea;coppia con figli;casalinga;a centro destra;Italiana;Si';Si, molto;Si, abbastanza;mai;periferia;con tranquillita';Non occupato;Casalinghe;;Media;GENERAZIONE X;Cattolico non praticante;2,8
121;Uomo;oltre 64 anni;sud;da 5001 a 10000 abitanti;no laurea;coppia senza figli;ritirato dal lavoro/pensionato;a sinistra;Italiana;Si';Si, molto;Si, abbastanza;la domenica;piccoli centri;con tranquillita';Non occupato;Pensionati;Privato;Media;BABY BOOMERS;Cattolico praticante (fino a 1 volta al mese);2,76
122;Uomo;35-44 anni;nord-ovest;oltre 250000 abitanti;no laurea;vive da solo 35-54 anni;imprenditore;a centro destra;Italiana;Si';Si, abbastanza;Si, abbastanza;una volta al mese;periferia;avverto difficolta';Occupato;Autonomi;;Media;MILLENNIALS;Cattolico praticante (fino a 1 volta al mese);1,86
123;Donna;oltre 64 anni;nord-est;da 100001 a 250000 abitanti;no laurea;vive da solo +55 anni;ritirato dal lavoro/pensionato;a sinistra;Italiana;Non saprei;Si, abbastanza;No, sarei contrario;mai;periferia;arrivo a fine mese con molte difficolta';Non occupato;Pensionati;Privato;Media;SILENT;Cattolico non praticante;0,76
124;Uomo;55-64 anni;nord-est;da 100001 a 250000 abitanti;laurea;coppia con figli;quadro/direttivo/tecnico;a centro sinistra;Italiana;No;No, sarei contrario;No, sarei molto contrario;non sono credente;periferia;con tranquillita';Occupato;Dipendenti;Privato;Alta;GENERAZIONE X;non credente;0,16
125;Donna;oltre 64 anni;nord-ovest;fino a 5000 abitanti;laurea;coppia senza figli;altro (non occupato);a centro sinistra;Italiana;No;No, sarei molto contrario;No, sarei molto contrario;mai;piccoli centri;avverto difficolta';Non occupato;Disoccupati;;Alta;BABY BOOMERS;Cattolico non praticante;0,21
126;Donna;oltre 64 anni;centro;da 100001 a 250000 abitanti;no laurea;coppia con figli;impiegato;a centro sinistra;Italiana;Si';Si, abbastanza;No, sarei molto contrario;mai;aree centrali di grandi citta';avverto difficolta';Occupato;Dipendenti;Privato;Media;BABY BOOMERS;Cattolico non praticante;0,67
127;Uomo;45-54 anni;sud;fino a 5000 abitanti;no laurea;single vive con altre persone (amici, parenti);altro (non occupato);in nessuna area politica;Italiana;Si';No, sarei molto contrario;No, sarei molto contrario;mai;piccoli centri;con tranquillita';Non occupato;Disoccupati;;Media;GENERAZIONE X;Cattolico non praticante;1,57
128;Donna;45-54 anni;sud;fino a 5000 abitanti;laurea;coppia con figli;docente/insegnante di scuola superiore;a centro destra;Italiana;Si';No, sarei molto contrario;No, sarei molto contrario;mai;altro;arrivo a fine mese con molte difficolta';Occupato;Dipendenti;Pubblico;Alta;GENERAZIONE X;Cattolico non praticante;0,39
129;Donna;55-64 anni;isole;oltre 250000 abitanti;no laurea;coppia senza figli;docente/insegnante di scuola superiore;a sinistra;Italiana;Si';Si, molto;Si, molto;alcune volte l'anno;aree centrali di grandi citta';avverto difficolta';Occupato;Dipendenti;Pubblico;Media;BABY BOOMERS;Cattolico non praticante;0,66
130;Donna;45-54 anni;nord-ovest;da 100001 a 250000 abitanti;laurea;vive da solo 35-54 anni;quadro/direttivo/tecnico;a centro sinistra;Italiana;No;No, sarei molto contrario;No, sarei molto contrario;la domenica;periferia;con tranquillita';Occupato;Dipendenti;Privato;Alta;GENERAZIONE X;Cattolico praticante (fino a 1 volta al mese);0,17
131;Donna;35-44 anni;centro;oltre 250000 abitanti;no laurea;vive da solo 35-54 anni;impiegato;a centro sinistra;Italiana;No;No, sarei molto contrario;No, sarei molto contrario;mai;aree centrali di grandi citta';con tranquillita';Occupato;Dipendenti;Privato;Media;MILLENNIALS;Cattolico non praticante;0,59
132;Donna;45-54 anni;isole;da 10001 a 30000 abitanti;no laurea;coppia con figli;casalinga;preferisco non rispondere;Italiana;Si';Si, abbastanza;No, sarei contrario;non sono credente;citta' medie;arrivo a fine mese con molte difficolta';Non occupato;Casalinghe;;Media;GENERAZIONE X;non credente;1,66
133;Donna;oltre 64 anni;nord-est;da 100001 a 250000 abitanti;laurea;vive da solo +55 anni;impiegato;a centro destra;Italiana;Si';Si, abbastanza;Si, abbastanza;alcune volte l'anno;aree centrali di grandi citta';avverto difficolta';Occupato;Dipendenti;Privato;Alta;BABY BOOMERS;Cattolico non praticante;0,56
134;Donna;55-64 anni;centro;da 10001 a 30000 abitanti;no laurea;coppia senza figli;docente/insegnante di scuola superiore;a centro destra;Italiana;Si';Si, abbastanza;Si, abbastanza;in occasione delle principali feste;periferia;con tranquillita';Occupato;Dipendenti;Privato;Media;BABY BOOMERS;Cattolico non praticante;0,91
135;Donna;45-54 anni;isole;da 30001 a 100000 abitanti;no laurea;coppia con figli;operaio;in nessuna area politica;Italiana;Si';Non saprei;Si, abbastanza;preferisco non rispondere;periferia;avverto difficolta';Occupato;Operai;Privato;Media;GENERAZIONE X;;1,66
136;Uomo;oltre 64 anni;nord-ovest;da 30001 a 100000 abitanti;no laurea;coppia con figli;libero professionista;a centro destra;Italiana;Si';No, sarei molto contrario;No, sarei molto contrario;alcune volte l'anno;citta' medie;con tranquillita';Occupato;Autonomi;;Media;BABY BOOMERS;Cattolico non praticante;1,65
137;Donna;oltre 64 anni;sud;oltre 250000 abitanti;no laurea;vive da solo +55 anni;ritirato dal lavoro/pensionato;preferisco non rispondere;Italiana;Si';Si, molto;Non saprei;la domenica;periferia;arrivo a fine mese con molte difficolta';Non occupato;Pensionati;Pubblico;Bassa;BABY BOOMERS;Cattolico praticante (fino a 1 volta al mese);0,53
138;Donna;45-54 anni;isole;da 10001 a 30000 abitanti;no laurea;coppia con figli;casalinga;a centro sinistra;Italiana;Si';Si, molto;Si, abbastanza;alcune volte l'anno;altro;avverto difficolta';Non occupato;Casalinghe;;Media;GENERAZIONE X;Cattolico non praticante;0,43
139;Donna;oltre 64 anni;isole;da 10001 a 30000 abitanti;no laurea;coppia senza figli;ritirato dal lavoro/pensionato;in nessuna area politica;Italiana;Si';No, sarei molto contrario;Non saprei;sono di un'altra religione;citta' medie;avverto difficolta';Non occupato;Pensionati;Pubblico;Media;BABY BOOMERS;altra religione;0,92
140;Uomo;25-34 anni;nord-ovest;oltre 250000 abitanti;laurea;vive da solo 18-34 anni;impiegato;a centro sinistra;Italiana;No;Si, abbastanza;No, sarei contrario;alcune volte l'anno;aree centrali di grandi citta';con tranquillita';Occupato;Dipendenti;Privato;Alta;MILLENNIALS;Cattolico non praticante;0,2
141;Donna;oltre 64 anni;centro;da 30001 a 100000 abitanti;no laurea;coppia senza figli;ritirato dal lavoro/pensionato;in nessuna area politica;Italiana;No;No, sarei contrario;No, sarei molto contrario;mai;citta' medie;con tranquillita';Non occupato;Pensionati;Privato;Media;BABY BOOMERS;Cattolico non praticante;0,71
142;Donna;45-54 anni;nord-ovest;da 100001 a 250000 abitanti;laurea;coppia con figli;libero professionista;a centro sinistra;Italiana;Non saprei;Non saprei;Non saprei;mai;aree centrali di grandi citta';avverto difficolta';Occupato;Autonomi;;Alta;GENERAZIONE X;Cattolico non praticante;0,17
143;Uomo;oltre 64 anni;sud;da 30001 a 100000 abitanti;no laurea;coppia senza figli;ritirato dal lavoro/pensionato;in nessuna area politica;Italiana;Si';Non saprei;No, sarei molto contrario;la domenica;periferia;avverto difficolta';Non occupato;Pensionati;Pubblico;Media;SILENT;Cattolico praticante (fino a 1 volta al mese);2,76
144;Donna;45-54 anni;centro;da 100001 a 250000 abitanti;laurea;coppia con figli;impiegato;a destra;Italiana;Si';No, sarei molto contrario;No, sarei molto contrario;in occasione delle principali feste;periferia;avverto difficolta';Occupato;Dipendenti;Privato;Alta;GENERAZIONE X;Cattolico non praticante;0,23
145;Uomo;35-44 anni;sud;oltre 250000 abitanti;laurea;coppia con figli;impiegato;a sinistra;Italiana;Si';Si, molto;Si, abbastanza;non sono credente;aree centrali di grandi citta';con tranquillita';Occupato;Dipendenti;Privato;Alta;MILLENNIALS;non credente;0,74
146;Donna;oltre 64 anni;centro;da 10001 a 30000 abitanti;laurea;coppia senza figli;ritirato dal lavoro/pensionato;a sinistra;Italiana;Si';Si, molto;Si, molto;non sono credente;citta' medie;con tranquillita';Non occupato;Pensionati;Pubblico;Alta;BABY BOOMERS;non credente;0,37
147;Uomo;25-34 anni;centro;oltre 250000 abitanti;no laurea;coppia senza figli;impiegato;a sinistra;Italiana;Si';Si, molto;Si, abbastanza;mai;periferia;con tranquillita';Occupato;Dipendenti;Privato;Media;MILLENNIALS;Cattolico non praticante;0,6
148;Uomo;25-34 anni;sud;da 10001 a 30000 abitanti;laurea;vive da solo 18-34 anni;impiegato;preferisco non rispondere;Italiana;Non saprei;No, sarei molto contrario;Si, abbastanza;in occasione delle principali feste;citta' medie;con tranquillita';Occupato;Dipendenti;Privato;Alta;MILLENNIALS;Cattolico non praticante;0,15
149;Uomo;35-44 anni;nord-est;da 10001 a 30000 abitanti;laurea;coppia senza figli;libero professionista;in nessuna area politica;Italiana;No;No, sarei molto contrario;No, sarei molto contrario;mai;citta' medie;avverto difficolta';Occupato;Autonomi;;Alta;MILLENNIALS;Cattolico non praticante;0,47
150;Donna;oltre 64 anni;centro;da 30001 a 100000 abitanti;no laurea;vive da solo +55 anni;ritirato dal lavoro/pensionato;preferisco non rispondere;Italiana;Non saprei;Non saprei;Non saprei;preferisco non rispondere;citta' medie;mi sento povero e non arrivo mai a fine mese;Non occupato;Pensionati;Privato;Bassa;SILENT;;2,72
151;Donna;55-64 anni;nord-ovest;fino a 5000 abitanti;no laurea;coppia senza figli;impiegato;in nessuna area politica;Italiana;Si';Si, abbastanza;No, sarei contrario;in occasione delle principali feste;piccoli centri;con tranquillita';Occupato;Dipendenti;Pubblico;Bassa;BABY BOOMERS;Cattolico non praticante;1,36
