ID;Q003;Q004;Q005;Q006;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q018;Q019;Q020;Q021;Q022;Q023;Q024;peso
95;Uomo;oltre 64 anni;centro;da 100001 a 250000 abitanti;no laurea;coppia senza figli;ritirato dal lavoro/pensionato;a sinistra;Italiana;Si';No, sarei contrario;alcune volte l'anno;aree centrali di grandi citta';avverto difficolta';Non occupato;Pensionati;Privato;Media;BABY BOOMERS;Cattolico non praticante;1,75
96;Uomo;oltre 64 anni;nord-ovest;oltre 250000 abitanti;no laurea;coppia con figli;ritirato dal lavoro/pensionato;a sinistra;Italiana;Si';Si, molto;non sono credente;aree centrali di grandi citta';avverto difficolta';Non occupato;Pensionati;Privato;Bassa;SILENT;non credente;1,59
97;Uomo;oltre 64 anni;sud;da 30001 a 100000 abitanti;no laurea;coppia senza figli;ritirato dal lavoro/pensionato;a destra;Italiana;Si';Si, molto;alcune volte l'anno;altro;avverto difficolta';Non occupato;Pensionati;Privato;Media;BABY BOOMERS;Cattolico non praticante;1,81
98;Uomo;55-64 anni;sud;da 30001 a 100000 abitanti;laurea;coppia con figli;agricoltore;a destra;Italiana;Si';No, sarei contrario;la domenica;altro;avverto difficolta';Occupato;Autonomi;;Alta;BABY BOOMERS;Cattolico praticante (fino a 1 volta al mese);0,46
99;Donna;55-64 anni;nord-est;da 5001 a 10000 abitanti;no laurea;coppia senza figli;impiegato;a centro sinistra;Italiana;Si';Si, molto;non sono credente;piccoli centri;con tranquillita';Occupato;Dipendenti;Pubblico;Media;BABY BOOMERS;non credente;0,73
100;Donna;25-34 anni;centro;da 10001 a 30000 abitanti;no laurea;vive da solo 18-34 anni;impiegato;in nessuna area politica;Italiana;Non saprei;Non saprei;non sono credente;citta' medie;avverto difficolta';Occupato;Dipendenti;Privato;Media;MILLENNIALS;non credente;0,38
101;Uomo;25-34 anni;centro;da 10001 a 30000 abitanti;laurea;coppia senza figli;docente/insegnante di scuola superiore;a centro sinistra;Italiana;Si';Si, abbastanza;non sono credente;citta' medie;con tranquillita';Occupato;Dipendenti;Pubblico;Alta;MILLENNIALS;non credente;0,25
102;Donna;25-34 anni;nord-ovest;da 10001 a 30000 abitanti;no laurea;coppia con figli;casalinga;a centro sinistra;Italiana;Si';Si, molto;mai;periferia;arrivo a fine mese con molte difficolta';Non occupato;Casalinghe;;Media;MILLENNIALS;Cattolico non praticante;0,66
103;Uomo;oltre 64 anni;nord-ovest;oltre 250000 abitanti;no laurea;coppia senza figli;ritirato dal lavoro/pensionato;preferisco non rispondere;Italiana;No;No, sarei contrario;preferisco non rispondere;aree centrali di grandi citta';con tranquillita';Non occupato;Pensionati;Privato;Media;BABY BOOMERS;;3,13
104;Uomo;35-44 anni;nord-est;da 10001 a 30000 abitanti;laurea;coppia senza figli;libero professionista;a centro sinistra;Italiana;Si';Si, abbastanza;sono di un'altra religione;periferia;con tranquillita';Occupato;Autonomi;;Alta;MILLENNIALS;altra religione;0,36
105;Uomo;25-34 anni;centro;da 30001 a 100000 abitanti;laurea;vive da solo 18-34 anni;imprenditore;in nessuna area politica;Italiana;Non saprei;Si, molto;mai;periferia;con tranquillita';Occupato;Autonomi;;Alta;MILLENNIALS;Cattolico non praticante;0,24
106;Donna;oltre 64 anni;centro;da 100001 a 250000 abitanti;no laurea;coppia con figli;ritirato dal lavoro/pensionato;a centro sinistra;Italiana;Si';Si, abbastanza;mai;aree centrali di grandi citta';con tranquillita';Non occupato;Pensionati;Pubblico;Media;BABY BOOMERS;Cattolico non praticante;0,66
107;Donna;45-54 anni;sud;da 30001 a 100000 abitanti;no laurea;coppia con figli;impiegato;in nessuna area politica;ho la doppia cittadinanza (italiana e di un altro Paese);Non saprei;No, sarei contrario;in occasione delle principali feste;altro;avverto difficolta';Occupato;Dipendenti;Privato;Media;GENERAZIONE X;Cattolico non praticante;0,5
108;Donna;oltre 64 anni;nord-ovest;oltre 250000 abitanti;no laurea;coppia senza figli;ritirato dal lavoro/pensionato;al centro;Italiana;Si';No, sarei molto contrario;la domenica;aree centrali di grandi citta';con tranquillita';Non occupato;Pensionati;Privato;Media;SILENT;Cattolico praticante (fino a 1 volta al mese);1,4
109;Uomo;55-64 anni;nord-est;da 5001 a 10000 abitanti;no laurea;coppia senza figli;ritirato dal lavoro/pensionato;in nessuna area politica;Italiana;Si';Si, molto;mai;piccoli centri;con tranquillita';Non occupato;Pensionati;Privato;Bassa;BABY BOOMERS;Cattolico non praticante;4,57
110;Donna;oltre 64 anni;centro;oltre 250000 abitanti;no laurea;coppia senza figli;ritirato dal lavoro/pensionato;al centro;Italiana;Si';Non saprei;mai;periferia;con tranquillita';Non occupato;Pensionati;Pubblico;Media;BABY BOOMERS;Cattolico non praticante;0,66
111;Donna;oltre 64 anni;nord-est;da 100001 a 250000 abitanti;no laurea;vive da solo +55 anni;ritirato dal lavoro/pensionato;a sinistra;Italiana;Non saprei;Si, abbastanza;mai;periferia;arrivo a fine mese con molte difficolta';Non occupato;Pensionati;Privato;Media;SILENT;Cattolico non praticante;0,5
112;Uomo;35-44 anni;centro;oltre 250000 abitanti;laurea;coppia con figli;quadro/direttivo/tecnico;a sinistra;Italiana;Si';Si, abbastanza;una volta al mese;periferia;avverto difficolta';Occupato;Dipendenti;Privato;Alta;GENERAZIONE X;Cattolico praticante (fino a 1 volta al mese);0,66
113;Uomo;55-64 anni;nord-est;da 10001 a 30000 abitanti;no laurea;coppia con figli;ritirato dal lavoro/pensionato;in nessuna area politica;Italiana;Si';Non saprei;alcune volte l'anno;citta' medie;con tranquillita';Non occupato;Pensionati;Privato;Bassa;BABY BOOMERS;Cattolico non praticante;1,03
114;Donna;35-44 anni;centro;da 30001 a 100000 abitanti;no laurea;coppia con figli;disoccupato (ex-occupato);a sinistra;Italiana;Si';Si, abbastanza;alcune volte l'anno;citta' medie;avverto difficolta';Non occupato;Disoccupati;Privato;Media;GENERAZIONE X;Cattolico non praticante;0,42
115;Donna;oltre 64 anni;sud;da 30001 a 100000 abitanti;laurea;coppia senza figli;ritirato dal lavoro/pensionato;a destra;Italiana;Non saprei;Non saprei;preferisco non rispondere;altro;avverto difficolta';Non occupato;Pensionati;Pubblico;Alta;BABY BOOMERS;;0,18
116;Uomo;25-34 anni;centro;da 30001 a 100000 abitanti;laurea;coppia senza figli;altro lavoratore dipendente;a centro destra;Italiana;Si';Si, abbastanza;in occasione delle principali feste;altro;con tranquillita';Occupato;Dipendenti;Pubblico;Alta;MILLENNIALS;Cattolico non praticante;1,04
117;Donna;oltre 64 anni;isole;oltre 250000 abitanti;no laurea;coppia con figli;impiegato;a centro destra;Italiana;Si';Si, molto;in occasione delle principali feste;aree centrali di grandi citta';avverto difficolta';Occupato;Dipendenti;Privato;Media;BABY BOOMERS;Cattolico non praticante;2,77
118;Donna;55-64 anni;isole;da 5001 a 10000 abitanti;no laurea;genitore solo, con figli;ritirato dal lavoro/pensionato;in nessuna area politica;Italiana;Non saprei;Si, abbastanza;in occasione delle principali feste;altro;avverto difficolta';Non occupato;Pensionati;Privato;Bassa;BABY BOOMERS;Cattolico non praticante;1,98
119;Donna;45-54 anni;isole;da 10001 a 30000 abitanti;no laurea;vive da solo 35-54 anni;disoccupato (ex-occupato);a destra;Italiana;Non saprei;Non saprei;alcune volte l'anno;altro;arrivo a fine mese con molte difficolta';Non occupato;Disoccupati;Privato;Media;GENERAZIONE X;Cattolico non praticante;1,83
120;Uomo;oltre 64 anni;nord-ovest;fino a 5000 abitanti;laurea;vive da solo +55 anni;libero professionista;in nessuna area politica;Italiana;Si';Si, abbastanza;mai;piccoli centri;avverto difficolta';Occupato;Autonomi;;Alta;BABY BOOMERS;Cattolico non praticante;1,09
121;Uomo;55-64 anni;nord-ovest;oltre 250000 abitanti;laurea;coppia senza figli;quadro/direttivo/tecnico;a centro destra;Italiana;No;No, sarei molto contrario;la domenica;aree centrali di grandi citta';con tranquillita';Occupato;Dipendenti;Privato;Alta;BABY BOOMERS;Cattolico praticante (fino a 1 volta al mese);0,52
122;Donna;35-44 anni;sud;da 30001 a 100000 abitanti;laurea;coppia con figli;docente/insegnante di scuola superiore;preferisco non rispondere;Italiana;Si';Si, abbastanza;la domenica;periferia;avverto difficolta';Occupato;Dipendenti;Pubblico;Alta;GENERAZIONE X;Cattolico praticante (fino a 1 volta al mese);1,31
123;Donna;oltre 64 anni;sud;da 30001 a 100000 abitanti;no laurea;coppia con figli;impiegato;a centro sinistra;Italiana;Si';Si, abbastanza;alcune volte l'anno;altro;avverto difficolta';Occupato;Dipendenti;Privato;Media;BABY BOOMERS;Cattolico non praticante;0,52
124;Donna;oltre 64 anni;centro;da 10001 a 30000 abitanti;no laurea;vive da solo 35-54 anni;docente/insegnante di scuola superiore;a centro destra;Italiana;Non saprei;Si, abbastanza;una volta al mese;periferia;avverto difficolta';Occupato;Dipendenti;Pubblico;Bassa;SILENT;Cattolico praticante (fino a 1 volta al mese);1,47
125;Donna;35-44 anni;isole;oltre 250000 abitanti;no laurea;coppia con figli;impiegato;preferisco non rispondere;Italiana;Non saprei;Non saprei;preferisco non rispondere;aree centrali di grandi citta';con tranquillita';Occupato;Dipendenti;Privato;Media;GENERAZIONE X;;3,1
126;Donna;35-44 anni;centro;da 10001 a 30000 abitanti;no laurea;coppia con figli;impiegato;a centro sinistra;Italiana;Non saprei;No, sarei contrario;in occasione delle principali feste;citta' medie;avverto difficolta';Occupato;Dipendenti;Privato;Media;MILLENNIALS;Cattolico non praticante;1,88
127;Donna;oltre 64 anni;isole;oltre 250000 abitanti;laurea;coppia senza figli;ritirato dal lavoro/pensionato;a sinistra;Italiana;Si';Si, molto;in occasione delle principali feste;aree centrali di grandi citta';avverto difficolta';Non occupato;Pensionati;Pubblico;Alta;SILENT;Cattolico non praticante;0,22
128;Uomo;45-54 anni;centro;oltre 250000 abitanti;no laurea;vive con i genitori;impiegato;in nessuna area politica;Italiana;Non saprei;Si, abbastanza;in occasione delle principali feste;periferia;con tranquillita';Occupato;Dipendenti;Pubblico;Media;GENERAZIONE X;Cattolico non praticante;0,46
129;Donna;oltre 64 anni;nord-est;da 100001 a 250000 abitanti;no laurea;vive da solo +55 anni;ritirato dal lavoro/pensionato;a centro destra;Italiana;Si';Si, abbastanza;una volta al mese;aree centrali di grandi citta';avverto difficolta';Non occupato;Pensionati;Privato;Bassa;SILENT;Cattolico praticante (fino a 1 volta al mese);0,35
130;Uomo;45-54 anni;isole;da 10001 a 30000 abitanti;laurea;coppia con figli;impiegato;a destra;Italiana;Si';No, sarei molto contrario;in occasione delle principali feste;periferia;avverto difficolta';Occupato;Dipendenti;Privato;Alta;GENERAZIONE X;Cattolico non praticante;0,3
131;Uomo;45-54 anni;centro;da 5001 a 10000 abitanti;laurea;coppia senza figli;impiegato;in nessuna area politica;Italiana;Si';Si, molto;la domenica;piccoli centri;avverto difficolta';Occupato;Dipendenti;Pubblico;Alta;GENERAZIONE X;Cattolico praticante (fino a 1 volta al mese);0,23
132;Uomo;55-64 anni;sud;da 100001 a 250000 abitanti;laurea;coppia con figli;impiegato;preferisco non rispondere;Italiana;Si';No, sarei molto contrario;in occasione delle principali feste;aree centrali di grandi citta';con tranquillita';Occupato;Dipendenti;Privato;Alta;GENERAZIONE X;Cattolico non praticante;1,17
133;Uomo;55-64 anni;nord-ovest;da 10001 a 30000 abitanti;laurea;coppia senza figli;docente/insegnante di scuola superiore;preferisco non rispondere;Italiana;No;Si, abbastanza;alcune volte l'anno;altro;con tranquillita';Occupato;Dipendenti;Privato;Alta;BABY BOOMERS;Cattolico non praticante;0,16
134;Donna;45-54 anni;sud;da 30001 a 100000 abitanti;laurea;vive da solo 35-54 anni;impiegato;preferisco non rispondere;Italiana;Si';No, sarei contrario;non sono credente;periferia;arrivo a fine mese con molte difficolta';Occupato;Dipendenti;Privato;Alta;GENERAZIONE X;non credente;0,77
135;Donna;oltre 64 anni;nord-ovest;oltre 250000 abitanti;no laurea;coppia senza figli;casalinga;a sinistra;Italiana;No;No, sarei contrario;mai;periferia;avverto difficolta';Non occupato;Casalinghe;;Bassa;BABY BOOMERS;Cattolico non praticante;0,43
136;Donna;35-44 anni;sud;fino a 5000 abitanti;laurea;vive con i genitori;imprenditore;a sinistra;Italiana;No;Si, molto;alcune volte l'anno;piccoli centri;avverto difficolta';Occupato;Autonomi;;Alta;GENERAZIONE X;Cattolico non praticante;0,29
137;Donna;35-44 anni;nord-est;oltre 250000 abitanti;no laurea;coppia con figli;commerciante;al centro;Italiana;No;Si, abbastanza;alcune volte l'anno;periferia;con tranquillita';Occupato;Autonomi;;Media;MILLENNIALS;Cattolico non praticante;0,42
138;Donna;35-44 anni;nord-ovest;da 10001 a 30000 abitanti;no laurea;coppia con figli;casalinga;a centro destra;Italiana;No;No, sarei contrario;in occasione delle principali feste;periferia;con tranquillita';Non occupato;Casalinghe;;Media;GENERAZIONE X;Cattolico non praticante;1,34
139;Uomo;45-54 anni;nord-est;da 10001 a 30000 abitanti;no laurea;vive con i genitori;impiegato;a sinistra;Italiana;No;No, sarei molto contrario;mai;periferia;avverto difficolta';Occupato;Dipendenti;Pubblico;Media;GENERAZIONE X;Cattolico non praticante;1,17
140;Donna;45-54 anni;centro;da 10001 a 30000 abitanti;no laurea;coppia senza figli;commerciante;a sinistra;Italiana;Si';Si, abbastanza;non sono credente;altro;avverto difficolta';Occupato;Autonomi;;Bassa;GENERAZIONE X;non credente;0,49
141;Uomo;oltre 64 anni;sud;da 30001 a 100000 abitanti;laurea;coppia senza figli;ritirato dal lavoro/pensionato;a destra;Italiana;Non saprei;Non saprei;preferisco non rispondere;altro;avverto difficolta';Non occupato;Pensionati;Privato;Alta;SILENT;;0,36
142;Uomo;25-34 anni;sud;da 30001 a 100000 abitanti;laurea;vive con i genitori;studente/scolaro;in nessuna area politica;Italiana;Si';No, sarei molto contrario;mai;periferia;arrivo a fine mese con molte difficolta';Non occupato;Studenti;;Alta;MILLENNIALS;Cattolico non praticante;0,35
143;Uomo;25-34 anni;centro;oltre 250000 abitanti;no laurea;vive con i genitori;impiegato;in nessuna area politica;Italiana;Si';Si, molto;non sono credente;aree centrali di grandi citta';con tranquillita';Occupato;Dipendenti;Privato;Media;MILLENNIALS;non credente;0,68
144;Uomo;35-44 anni;nord-ovest;da 30001 a 100000 abitanti;laurea;coppia senza figli;imprenditore;a centro destra;Italiana;No;No, sarei contrario;mai;altro;con tranquillita';Occupato;Autonomi;;Alta;MILLENNIALS;Cattolico non praticante;0,18
145;Donna;oltre 64 anni;nord-est;fino a 5000 abitanti;laurea;vive da solo +55 anni;ritirato dal lavoro/pensionato;a centro sinistra;Italiana;No;Si, abbastanza;alcune volte l'anno;piccoli centri;con tranquillita';Non occupato;Pensionati;Pubblico;Alta;BABY BOOMERS;Cattolico non praticante;0,17
146;Uomo;45-54 anni;nord-ovest;da 5001 a 10000 abitanti;laurea;coppia senza figli;quadro/direttivo/tecnico;in nessuna area politica;Italiana;No;No, sarei contrario;non sono credente;piccoli centri;con tranquillita';Occupato;Dipendenti;Privato;Alta;GENERAZIONE X;non credente;0,21
147;Donna;55-64 anni;sud;da 30001 a 100000 abitanti;no laurea;coppia con figli;casalinga;a centro sinistra;Italiana;Si';Si, abbastanza;la domenica;periferia;arrivo a fine mese con molte difficolta';Non occupato;Casalinghe;;Media;BABY BOOMERS;Cattolico praticante (fino a 1 volta al mese);0,64
148;Donna;55-64 anni;centro;oltre 250000 abitanti;laurea;genitore solo, con figli;impiegato;a centro sinistra;Italiana;Non saprei;Si, molto;preferisco non rispondere;aree centrali di grandi citta';avverto difficolta';Occupato;Dipendenti;Privato;Alta;BABY BOOMERS;;0,16
149;Donna;55-64 anni;nord-ovest;da 10001 a 30000 abitanti;no laurea;coppia con figli;impiegato;in nessuna area politica;Italiana;Si';Si, molto;alcune volte l'anno;periferia;con tranquillita';Occupato;Dipendenti;Privato;Media;BABY BOOMERS;Cattolico non praticante;0,65
150;Donna;25-34 anni;centro;oltre 250000 abitanti;no laurea;coppia senza figli;impiegato;in nessuna area politica;Italiana;Non saprei;Non saprei;mai;aree centrali di grandi citta';con tranquillita';Occupato;Dipendenti;Privato;Media;MILLENNIALS;Cattolico non praticante;0,56
151;Donna;35-44 anni;nord-ovest;da 10001 a 30000 abitanti;laurea;coppia con figli;impiegato;a sinistra;Italiana;Si';Si, molto;alcune volte l'anno;citta' medie;con tranquillita';Occupato;Dipendenti;Privato;Alta;GENERAZIONE X;Cattolico non praticante;0,15
152;Uomo;55-64 anni;sud;da 5001 a 10000 abitanti;no laurea;coppia con figli;impiegato;a centro sinistra;Italiana;Si';Si, abbastanza;mai;piccoli centri;con tranquillita';Occupato;Dipendenti;Pubblico;Media;BABY BOOMERS;Cattolico non praticante;0,76
153;Donna;oltre 64 anni;centro;da 30001 a 100000 abitanti;no laurea;vive da solo +55 anni;ritirato dal lavoro/pensionato;preferisco non rispondere;Italiana;Non saprei;Non saprei;preferisco non rispondere;citta' medie;mi sento povero e non arrivo mai a fine mese;Non occupato;Pensionati;Privato;Bassa;SILENT;;2,9
154;Donna;45-54 anni;nord-ovest;oltre 250000 abitanti;laurea;vive da solo 35-54 anni;altro lavoratore autonomo/agente di commercio/rappresentante;a sinistra;Italiana;Non saprei;Si, abbastanza;mai;periferia;con tranquillita';Occupato;Autonomi;;Alta;GENERAZIONE X;Cattolico non praticante;0,22
155;Uomo;oltre 64 anni;isole;da 100001 a 250000 abitanti;no laurea;coppia senza figli;ritirato dal lavoro/pensionato;a sinistra;Italiana;Si';Si, molto;alcune volte l'anno;aree centrali di grandi citta';avverto difficolta';Non occupato;Pensionati;Pubblico;Media;SILENT;Cattolico non praticante;0,64
156;Donna;oltre 64 anni;nord-est;da 10001 a 30000 abitanti;no laurea;coppia senza figli;casalinga;a centro sinistra;Italiana;Non saprei;Non saprei;la domenica;citta' medie;avverto difficolta';Non occupato;Casalinghe;;Media;BABY BOOMERS;Cattolico praticante (fino a 1 volta al mese);0,5
157;Donna;oltre 64 anni;sud;da 10001 a 30000 abitanti;no laurea;coppia senza figli;ritirato dal lavoro/pensionato;a sinistra;Italiana;Si';Si, molto;in occasione delle principali feste;periferia;avverto difficolta';Non occupato;Pensionati;Pubblico;Media;SILENT;Cattolico non praticante;0,52
158;Donna;oltre 64 anni;isole;da 30001 a 100000 abitanti;no laurea;coppia senza figli;ritirato dal lavoro/pensionato;a sinistra;Italiana;Si';Si, molto;in occasione delle principali feste;periferia;avverto difficolta';Non occupato;Pensionati;Pubblico;Media;SILENT;Cattolico non praticante;0,63
159;Donna;oltre 64 anni;isole;da 10001 a 30000 abitanti;no laurea;coppia senza figli;ritirato dal lavoro/pensionato;a sinistra;Italiana;Si';Si, molto;in occasione delle principali feste;periferia;avverto difficolta';Non occupato;Pensionati;Pubblico;Media;SILENT;Cattolico non praticante;0,63
